KEY,en_US,en_GB,de_DE,es_ES,es_MX,fr_CA,fr_FR,lt_LT,nl_NL,pl_PL,pt_BR
1000000002102,Add Training/Meeting,Add Training/Meeting,Training/Meeting hinzufügen,Añadir formación/reunión,Agregar capacitación/reunión,Ajouter une formation/réunion,Ajouter une formation/réunion,Pridėti mokymus / susitikimą,Voeg training/vergadering toe,Dodaj szkolenie/spotkanie,Adicionar treinamento/reunião
1000000002103,Delete?,Delete?,Löschen?,¿Confirma que desea eliminar?,¿Eliminar?,Supprimer?,Supprimer ?,Ištrinti?,Verwijderen?,Usunąć?,Excluir?
1000000002104,Impact percentage,Impact percentage,Auswirkungsprozentsatz,Porcentaje de impacto,Porcentaje de impacto,Pourcentage d’impact,Pourcentage d'impact,Poveikio procentinė dalis,Impactpercentage,Wartość procentowa wpływu,Porcentagem afetada
1000000002105,All forecasted drivers,All forecasted drivers,Alle prognostizierten Treiber,Todos los indicadores previstos,Todos los factores proyectados,Tous les conducteurs prévus,Tous les indicateurs prévus,Visos prognozuojamos tvarkyklės,Alle voorspelde indicaties,Wszystkie prognozowany czynniki,Todos os drivers previstos
1000000002106,Configure set of drivers,Configure set of drivers,Treibersatz konfigurieren,Configurar el conjunto de indicadores,Configurar el conjunto de factores,Configurer un ensemble de conducteurs,Configurer un ensemble d'indicateurs,Konfigūruoti tvarkyklių rinkinį,Configureer een set indicaties,Skonfiguruj zestaw czynników,Configurar conjunto de drivers
1000000002107,Associates required,Associates required,Angestellte erforderlich,Asociados requeridos,Asociados obligatorios,Employés requis,Collaborateurs requis,Reikalingi bendradarbiai,Medewerkers vereist,Wymagani pracownicy,Associados necessários
1000000002108,Training Name,Training Name,Trainingsname,Nombre de la formación,Nombre de la capacitación,Nom de la formation,Nom de la formation,Mokymų pavadinimas,Naam training,Nazwa szkolenia,Nome do treinamento
1000000002109,Meeting Name,Meeting Name,Meetingname,Nombre de la reunión,Nombre de la reunión,Nom de la réunion,Nom de la réunion,Susitikimo pavadinimas,Naam vergadering,Nazwa spotkania,Nome da reunião
1000000002110,Assign to,Assign to,Zuweisen zu,Asignar a,Asignar a,Attribuer à,Assigner à,Priskirti,Wijs toe aan,Przypisz do,Atribuir a
1000000002111,Meeting with,Meeting with,Meeting mit,Reunirse con,Reunión con,Réunion avec,Réunion avec,Susitikimas su,Vergadering met,Spotkanie z,Reunião com
1000000002112,Contact E-mail,Contact E-mail,Kontakt-E-Mail,Correo electrónico de contacto,Correo electrónico de contacto,Courriel de la personne-ressource,E-mail du contact,Kontaktinis el. paštas,E-mail contact,E-mail kontaktowy,E-mail de contato
1000000002113,T,T,D,J,J,T,F,K,D,C,T
1000000002114,M,M,M,L,L,M,R,P,M,P,M
1000000002115,Event Details,Event Details,Ereignisdetails,Detalles del evento,Detalles del evento,Détails de l’événement,Détails de l'événement,Įvykio informacija,Gebeurtenisdetails,Szczegóły wydarzenia,Detalhes do Evento
1000000002116,Training Details,Training Details,Trainingsdetails,Detalles de la formación,Detalles de la capacitación,Détails de la formation,Détails de la formation,Informacija apie mokymus,Details training,Szczegóły szkolenia,Detalhes do treinamento
1000000002117,Meeting Details,Meeting Details,Meetingdetails,Detalles de la reunión,Detalles de la reunión,Détails de la réunion,Détails de la réunion,Susitikimo informacija,Details vergadering,Szczegóły spotkania,Detalhes da reunião
1000000002118,Contact Details,Contact Details,Kontaktdetails,Detalles de contacto,Detalles de contacto,Coordonnées,Détails du contact,Kontaktinė informacija,Details contact,Dane kontaktowe,Detalhes do contato
1000000002119,Driver Impact,Driver Impact,Treiberauswirkungen,Impacto del factor,Impacto del factor,Impact du conducteur,Impact du facteur,Tvarkyklės poveikis,Impact driver,Wpływ czynnika,Impacto do driver
1000000002120,Applies to,Applies to,Gilt für,Se aplica a,Se aplica a,S’applique à,S'applique à,Taikoma,Geldt voor,Dotyczy,Aplica-se a
1000000002121,Market event added successfully,Market event added successfully,Marktereignis erfolgreich hinzugefügt,Evento de mercado añadido correctamente,El evento de mercado se agregó correctamente.,Événement de marché ajouté avec succès,Événement de marché ajouté avec succès,Rinkos įvykis sėkmingai pridėtas,Marktgebeurtenis toegevoegd,Dodano zdarzenie rynkowe,Evento de mercado adicionado com êxito
1000000002122,Could not add market event,Could not add market event,Marktereignis konnte nicht hinzugefügt werden,No se pudo añadir evento de mercado,No se pudo agregar un evento de mercado.,Impossible d’ajouter un événement de marché,Impossible d'ajouter l'événement de marché,Nepavyko pridėti rinkos įvykio,Kan geen marktgebeurtenis toevoegen,Nie można dodać zdarzenia rynkowego,Não foi possível adicionar evento de mercado
1000000002123,Local task added successfully,Local task added successfully,Lokale Aufgabe erfolgreich hinzugefügt,Tarea local añadida correctamente,La tarea local se agregó correctamente,Tâche locale ajoutée avec succès,Tâche locale ajoutée avec succès,Sėkmingai pridėta vietinė užduotis,Lokale taak toegevoegd,Dodano zadanie lokalne,Tarefa local adicionada com êxito
1000000002124,Could not add local task,Could not add local task,Lokale Aufgabe konnte nicht hinzugefügt werden,No se pudo añadir la tarea local,No se pudo agregar la tarea local.,Impossible d’ajouter une tâche locale,Impossible d'ajouter une tâche locale,Nepavyko pridėti vietinės užduoties,Kan lokale taak niet toevoegen,Nie można dodać zadania lokalnego,Não foi possível adicionar a tarefa local
1000000002125,Select an event,Select an event,Ein Ereignis auswählen,Seleccione un evento,Seleccionar un evento,Sélectionner un événement,Sélectionner un événement,Pasirinkite įvykį,Selecteer een gebeurtenis,Wybierz zdarzenie,Selecione um evento
1000000002126,Enter the event description,Enter the event description,Ereignisbeschreibung eingeben,Introduzca la descripción del evento,Ingresar la descripción del evento,Entrer la description de l’événement,Entrer la description de l'événement,Įveskite įvykio aprašymą,Voer de gebeurtenisbeschrijving in,Wprowadź opis zdarzenia,Insira a descrição do evento
1000000002127,Enter the task name,Enter the task name,Aufgabenname eingeben,Introduzca el nombre de la tarea,Ingresar el nombre de la tarea,Entrer le nom de la tâche,Entrer le nom de la tâche,Įveskite užduoties pavadinimą,Voer de taaknaam in,Wprowadź nazwę zadania,Insira o nome da tarefa
1000000002128,Enter the task short name,Enter the task short name,Kurzname der Aufgabe eingeben,Introduzca el nombre corto de la tarea,Ingresar el nombre corto de la tarea,Entrer le nom abrégé de la tâche,Entrer le nom abrégé de la tâche,Įveskite trumpąjį užduoties pavadinimą,Voer de korte naam van de taak in,Wprowadź skróconą nazwę zadania,Insira o nome abreviado da tarefa
1000000002129,Enter the number of associates required,Enter the number of associates required,Anzahl der erforderlichen Angestellten eingeben,Introduzca el número de asociados requeridos,Especificar la cantidad de asociados requeridos,Entrer le nombre d’employés requis,Entrez le nombre de collaborateurs requis,Įveskite reikiamą bendradarbių skaičių,Voer het aantal benodigde medewerkers in,Wprowadź liczbę wymaganych pracowników,Digite o número total de associados necessários
1000000002130,Enter a valid number of associates required,Enter a valid number of associates required,Gültige Anzahl der erforderlichen Angestellten eingeben,Introduzca un número válido de asociados requeridos,Ingrese un número válido de empleados necesarios.,Entrer un nombre valide d’employés requis,Entrer un nombre valide de collaborateurs requis,Įveskite tinkamą reikalaujamą bendradarbių skaičių,Voer een geldig aantal benodigde medewerkers in,Wprowadź prawidłową liczbę wymaganych pracowników,Insira um número válido de associados necessários
1000000002131,Enter valid task duration,Enter valid task duration,Gültige Aufgabendauer eingeben,Introduzca una duración de la tarea válida,Ingrese una duración de tarea válida.,Entrer une durée de tâche valide,Entrer une durée de tâche valide,Įveskite tinkamą užduoties trukmę,Voer een geldige taakduur in,Wprowadź prawidłowy czas trwania zadania,Insira uma duração de tarefa válida
1000000002132,Select the day for the task,Select the day for the task,Wählen Sie den Tag für die Aufgabe aus.,Seleccione el día para la tarea,Seleccionar el día de la tarea,Sélectionner le jour de la tâche,Sélectionner le jour de la tâche,Pasirinkite užduoties dieną,Selecteer de dag voor de taak,Wybierz dzień zadania,Selecione o dia da tarefa
1000000002133,Select the associates required to perform the task,Select the associates required to perform the task,Zur Ausführung der Aufgabe erforderliche Angestellte auswählen,Seleccione los asociados necesarios para realizar la tarea,Seleccione los asociados necesarios para realizar la tarea.,Sélectionner les employés requis pour effectuer la tâche,Sélectionner les collaborateurs requis pour effectuer la tâche,Pasirinkite užduočiai atlikti reikalingus bendradarbius,Selecteer de medewerkers die nodig zijn om de taak uit te voeren,Wybierz pracowników wymaganych do wykonania tego zadania,Selecione os associados necessários para executar a tarefa
1000000002134,Please enter training name,Please enter training name,Bitte geben Sie den Trainingsnamen ein,Introduzca el nombre de la formación,Ingrese el nombre de la capacitación.,Veuillez entrer le nom de la formation,Veuillez saisir le nom de la formation,Įveskite mokymų pavadinimą,Voer een trainingsnaam in,Wprowadź nazwę szkolenia,Insira seu nome de treinamento
1000000002135,Please enter meeting name,Please enter meeting name,Bitte geben Sie den Namen für das Meeting ein,Introduzca el nombre de la reunión,Ingresar el nombre de la reunión,Veuillez entrer le nom de la réunion,Veuillez saisir le nom de la réunion,Įveskite susitikimo pavadinimą,Voer naam van vergadering in,Wprowadź nazwę spotkania,Insira o nome da reunião
1000000002136,Please enter valid duration,Please enter valid duration,Bitte geben Sie eine gültige Dauer ein,Introduzca una duración válida,Ingresar una duración válida,Veuillez entrer une durée valide,Veuillez saisir une durée valide,Įveskite tinkamą trukmę,Voer een geldige duur in,Wprowadź prawidłowy czas trwania,Insira uma duração válida
1000000002137,Please select days,Please select days,Bitte wählen Sie Tage aus,Seleccione días,Seleccionar los días,Veuillez sélectionner des jours,Veuillez sélectionner des jours,Pasirinkite dienas,Selecteer dagen,Wybierz dni,Selecione uma dia
1000000002138,Please select associates,Please select associates,Bitte wählen Sie Angestellte aus,Seleccione asociados,Seleccionar los asociados,Veuillez sélectionner des employés,Veuillez sélectionner des collaborateurs,Pasirinkite bendradarbius,Selecteer medewerkers,Wybierz pracowników,Selecione associados
1000000002139,Start date cannot be in the past,Start date cannot be in the past,"""Startdatum"" darf nicht in der Vergangenheit liegen",La fecha de inicio no puede ser pasada,La fecha de inicio no puede ser en el pasado.,La date de début ne peut pas être passée,La date de début ne peut pas être antérieure,Pradžios data negali būti praeityje,Begindatum mag niet in het verleden liggen,Data początkowa nie może być w przeszłości,A data de início não pode estar no passado
1000000002140,End date cannot be before start date,End date cannot be before start date,"""Enddatum"" darf nicht vor dem ""Startdatum"" liegen",La fecha de finalización no puede ser anterior a la fecha de inicio,La fecha de finalización no puede ser anterior a la fecha de inicio.,La date de fin ne peut pas être avant la date de début,La date de fin ne peut pas être antérieure à la date de début,Pabaigos data negali būti ankstesnė už pradžios datą,Einddatum kan niet eerder zijn dan begindatum,Data zakończenia nie może być wcześniejsza niż data początkowa,A data final não pode ser anterior à data inicial
1000000002141,am,am,AM,mañana,a. m.,matin,matin,priešpiet,AM,am,am
1000000002142,a,a,a,a,a,av.-m.,a,a,a,a,a
1000000002143,pm,pm,PM,tarde,p. m.,après-midi,après-midi,popiet,PM,pm,pm
1000000002144,p,p,p,p,p,ap.-m.,p,p,p,p,p
1000000002145,h,h,h,h,h,h,h,h,u,godz.,h
1000000002146,m,m,m,m,m,m,m,m,m,m,m
1000000002147,Bubble,Bubble,Blase,Burbuja,Burbuja,Bulle,Bulle,Burbulas,Bubbel,Granica,Bolhas
1000000002148,Diamond,Diamond,Diamant,Diamante,Diamante,Diamant,Diamant,Deimantinis,Ruit,Diament,Diamantes
1000000002149,Circle,Circle,Kreis,Círculo,Círculo,Cercle,Cercle,Apskritimas,Cirkel,Okrąg,Círculo
1000000002150,Split At,Split At,Aufteilen bei,Partir a las,Dividir en,Diviser à,Fractionner à,Padalyti,Split bij,Podziel o,Dividir em
1000000002151,Merge From Start,Merge From Start,Vom Beginn an zusammenführen,Combinar desde el inicio,Combinar desde el inicio,Fusionner à partir du début,Fusionner depuis le début,Sujungti nuo pradžios,Voeg samen vanaf begin,Scal od początku,Mesclar do início
1000000002152,Merge From End,Merge From End,Vom Ende aus zusammenführen,Combinar desde finalización,Combinar desde el final,Fusionner à partir de la fin,Fusionner depuis la fin,Sujungti iš pabaigos,Voeg samen vanaf einde,Scal od końca,Mesclar do final
1000000002153,Could not find a shift %@ at %@ time,Could not find a shift %@ at %@ time,Schicht %@ mit Zeitangabe %@ konnte nicht gefunden werden,No se pudo encontrar un cambio %@ a la hora %@,No se pudo encontrar un turno %@ a la hora %@.,Impossible de trouver un quart %@ à %@ l’heure,Impossible de trouver un roulement %@ à l'heure %@,Nepavyko rasti pamainos %@ %@ metu,Kan geen dienst %@ vinden om %@ tijd,Nie można znaleźć zmiany %@ o godzinie %@,Não foi possível encontrar um turno em %@ às %@ horas
1000000002154,starting,starting,beginnend,comenzando,a partir de,démarre,départ,prasideda,beginnend,rozpoczyna się,Iniciando
1000000002155,ending,ending,endend,finalizando,Finalización,se terminant,fin,baigiasi,einde,zakończenie,encerramento
1000000002156,How do I,How do I,Wie kann ich,Cómo puedo,Cómo lo hago,Comment faire,Comment faire ?,Kaip galiu,Hoe kan ik,W jaki sposób mogę,Como faço para
1000000002157,Saved Display Preference,Saved Display Preference,Gespeicherte Anzeigeeinstellungen,Preferencia de visualización guardada,Preferencia de visualización guardada,Préférence d’affichage enregistrée,Préférences d'affichage enregistrées,Išsaugoti rodymo pageidavimą,Opgeslagen weergavevoorkeur,Zapisane preferencje wyświetlania,Preferência de exibição salva
1000000002158,A display preference with the same name already exists,A display preference with the same name already exists,Anzeigepräferenz mit gleichem Namen existiert bereits,Ya existe una preferencia de visualización con el mismo nombre,Ya existe una preferencia de visualización con el mismo nombre.,Une préférence d’affichage portant le même nom existe déjà,Une préférence d'affichage portant le même nom existe déjà,Tokio paties pavadinimo rodymo pageidavimas jau yra,Er bestaat al een weergavevoorkeur met dezelfde naam,Preferencja wyświetlania o tej samej nazwie już istnieje,Já existe uma preferência de exibição com o mesmo nome
1000000002159,Select an hour,Select an hour,Wählen Sie eine Stunde aus.,Seleccione una hora,Seleccionar una hora,Sélectionner une heure,Sélectionner une heure,Pasirinkite valandą,Selecteer een uur,Wybierz godzinę,Selecione uma hora
1000000002160,Select minutes,Select minutes,Minuten auswählen,Seleccione minutos,Seleccionar minutos,Sélectionner les minutes,Sélectionner les minutes,Pasirinkite minutes,Selecteer minuten,Wybierz minuty,Selecione minutos
1000000002161,Select am/pm,Select am/pm,am/pm auswählen,Seleccione mañana o tarde,Seleccionar a. m./p. m.,Sélectionner matin/après-midi,Sélectionner le matin ou l'après-midi,Pasirinkite am/pm,Selecteer AM / PM,Wybierz format przed południem / po południu,Selecione manhã/tarde
1000000002162,Declined by,Declined by,Abgelehnt von,Rechazado por,Rechazado por,Refusé par,Refusé par,Atmetė,Afgewezen door,Odrzucono przez,Recusado por
1000000002163,Declined on,Declined on,Abgelehnt am,Rechazado el,Rechazado el,Refusé le,Refusé le,Atmesta,Afgewezen op,Odrzucono w dniu,Recusado em
1000000002164,Schedule is not available for this week,Schedule is not available for this week,Dienstplan für diese Woche nicht verfügbar,El horario no está disponible para esta semana,El programa no está disponible para esta semana,L’horaire de cette semaine n’est pas disponible,Le planning n'est pas disponible pour cette semaine,Šios savaitės tvarkaraštis nepateiktas,Planning is niet beschikbaar voor deze week,Grafik nie jest dostępny dla tego tygodnia,Programação não está disponível para essa semana
1000000002165,A valid email address for associate has not been set on the server,A valid email address for associate has not been set on the server,Auf dem Server ist keine gültige Email Adresse für den Angestellten hinterlegt.,No se ha establecido una dirección de correo electrónico válida para el asociado en el servidor,No se ha establecido una dirección de correo electrónico válida para el asociado en el servidor,Une adresse de courriel valide pour l’employé n’a pas été définie sur le serveur,Aucune adresse e-mail valide n'a été définie sur le serveur pour le collaborateur,Serveryje nenustatytas galiojantis bendradarbio el. pašto adresas,Er is geen geldig e-mailadres voor medewerker ingesteld op de server,Na serwerze nie został ustawiony prawidłowy adres e-mail dla pracowników,Um endereço de e-mail válido para o associado não foi definido no servidor
1000000002166,Unable to process your request. Contact system administrator,Unable to process your request. Contact system administrator,Ihre Anfrage kann nicht verarbeitet werden. Wenden Sie sich an den Systemadministrator,No se puede procesar su solicitud. Póngase en contacto con el administrador del sistema,No se puede procesar su solicitud. Comuníquese con el administrador del sistema,Impossible de traiter votre demande. Communiquer avec l’administrateur du système,Impossible de traiter votre demande. Contactez l'administrateur système,Nepavyksta apdoroti jūsų prašymo. Susisiekite su sistemos administratoriumi,Kan uw aanvraag niet verwerken. Neem contact op met de systeembeheerder.,Nie można przetworzyć wniosku. Skontaktuj się z administratorem systemu.,Não foi possível processar sua solicitação. Entre em contato com o administrador do sistema
1000000002167,Metric,Metric,Kennzahl,Métrica,Métrica,Mesure,Métrique,Metrinis,Metrisch,Metryka,Métrica
1000000002168,Forecast values adjusted... Refreshing forecast,Forecast values adjusted... Refreshing forecast,Prognosewerte angepasst ... Prognose wird aktualisiert,Valores de previsión ajustados... Actualizando previsión,Valores de pronósticos ajustados… Actualización del pronóstico,Valeurs de prévision ajustées... Actualisation des prévisions,Valeurs de prévision ajustées... Actualisation des prévisions,Prognozės reikšmės pakoreguotos... Atnaujinti prognozę,Prognosewaarden aangepast... Prognose wordt vernieuwd,Wartości prognozowane skorygowane. Odświeżanie prognozy…,Valores de previsão ajustados... Atualizando previsão
1000000002169,Adjusted value more than %.2f%%,Adjusted value more than %.2f%%,Angepasster Wert mehr als %.2f%%,Valor ajustado más que %.2f%%,Valor ajustado de más del %2f%,Valeur ajustée supérieure à %.2f%%,Valeur ajustée supérieure à %.2f%%,Pakoreguota reikšmė didesnė nei %.2f%%,Aangepaste waarde meer dan %.2f%%,Skorygowana wartość większa od %.2f%%,Valor ajustado acima de %.2f%%
1000000002170,From Date must be before To Date,From Date must be before To Date,"""Von Datum"" muss vor ""Bis Datum"" liegen",La fecha de inicio debe ser anterior a la fecha de finalización,La fecha inicial debe ser anterior a la fecha de término.,La date de début doit être avant la date de fin,La date de début doit être antérieure à la date de fin,Pradžios data turi būti ankstesnė už pabaigos datą,Van-datum moet vóór tot-datum liggen,Data początkowa musi być wcześniejsza niż data końcowa,A data de início deve ser anterior à data de término
1000000002171,At least one driver must be selected,At least one driver must be selected,Es muss mindestens ein Treiber ausgewählt werden.,Se debe seleccionar al menos un controlador,Se debe seleccionar al menos un factor.,Au moins un conducteur doit être sélectionné,Au moins un facteur doit être sélectionné,Reikia pasirinkti bent vieną tvarkyklę,Selecteer minstens één driver,Należy wybrać co najmniej jeden czynnik,Pelo menos um driver deve ser selecionado
1000000002172,At least one Department / Store must be selected,At least one Department / Store must be selected,Es muss mindestens eine Abteilung/ein Standort ausgewählt werden.,Se debe seleccionar al menos un departamento/tienda,Se debe seleccionar al menos un departamento/tienda.,Au moins un service/magasin doit être sélectionné,Au moins un département/magasin doit être sélectionné,Reikia pasirinkti bent vieną skyrių / parduotuvę,Er moet ten minste één warenhuis / locatie worden geselecteerd,Należy wybrać co najmniej jeden dział/stacja,Pelo menos um departamento/loja deve ser selecionado
1000000002173,Display Preference,Display Preference,Anzeigeeinstellung,Mostrar preferencia,Preferencias de visualización,Préférence d’affichage,Préférences d'affichage,Rodyti pageidavimą,Weergavevoorkeur,Preferencje wyświetlania,Preferência de exibição
1000000002174,Never,Never,Nie,Nunca,Nunca,Jamais,Jamais,Niekada,Nooit,Nigdy,Nunca
1000000002175,Every Week,Every Week,Jede Woche,Cada semana,Cada semana,Chaque semaine,Toutes les semaines,Kiekvieną savaitę,Elke week,Co tydzień,Toda semana
1000000002176,Every Month,Every Month,Jeden Monat,Todos los meses,Cada mes,Chaque mois,Chaque mois,Kiekvieną mėnesį,Elke maand,Co miesiąc,Todo mês
1000000002177,Every Year,Every Year,Jährlich,Todos los años,Cada año,Chaque année,Chaque année,Kiekvienais metais,Elk jaar,Co rok,Todos os anos
1000000002178,Meetings,Meetings,Meetings,Reuniones,Reuniones,Réunions,Réunions,Susitikimai,Vergaderingen,Spotkania,Reuniões
1000000002179,Weekly Event Calendar,Weekly Event Calendar,Wöchentlicher Veranstaltungskalender,Calendario semanal de eventos,Calendario de eventos semanales,Calendrier des événements hebdomadaires,Calendrier hebdomadaire des événements,Savaitės renginių kalendorius,Wekelijkse gebeurtenissenkalender,Tygodniowy kalendarz zdarzeń,Calendário de eventos semanal
1000000002180,No associates to display,No associates to display,Keine Angestellte zum Anzeigen,No hay asociados para mostrar,No hay asociados que mostrar,Aucun employé à afficher,Aucun collaborateur à afficher,Nėra rodomų bendradarbių,Geen medewerkers om weer te geven,Brak pracowników do wyświetlenia,Nenhum associado a ser exibido
1000000002181,No availability data to display,No availability data to display,Keine Verfügbarkeitsdaten zum Anzeigen,No hay datos de disponibilidad para mostrar,No hay datos de disponibilidad que mostrar,Aucune donnée de disponibilité à afficher,Aucune donnée de disponibilité à afficher,Nėra rodomų užimtumo duomenų,Geen beschikbaarheidsgegevens om weer te geven,Brak danych dostępności do wyświetlenia,Sem dados de disponibilidade para exibir
1000000002182,Effective,Effective,Wirksam,Con vigencia,Vigente,En vigueur,Efficace,Galioja,Effectief,Obowiązuje,Efetivo
1000000002183,Sick,Sick,Krank,Enfermo/a,Enfermo,Maladie,Congé maladie,Serga,Ziek,Choroba,Doente
1000000002184,Sick Store Average,Sick Store Average,Krankheitstage Standort im Durchschnitt,Promedio de enfermedad por tienda,Promedio de enfermedad de la tienda,Moyenne du magasin pour les congés de maladie,Moyenne de congé maladie du magasin,Parduotuvės sergančiųjų vidurkis,Locatiegemiddelde ziekmeldingen,Średnia zwolnień chorobowych w stacji,Média de lojas doentes
1000000002185,Requests' Trend,Requests' Trend,Anfragentrend,Tendencia de solicitudes,Tendencia de las solicitudes,Tendance des demandes,Tendance des demandes,Prašymų tendencija,Trend van aanvragen,Trend wniosków,Tendência das solicitações
1000000002186,Past 12 months,Past 12 months,Letzte 12 Monate,Últimos 12 meses,Últimos 12 meses,Au cours des 12 derniers mois,12 derniers mois,Praėję 12 mėn.,Afgelopen 12 maanden,Ostatnie 12 miesięcy,Últimos 12 meses
1000000002187,S,S,S,S,S,S,S,Š,Z,N,S
1000000002188,C,C,C,C,C,C,C,C,C,K,C
1000000002189,CA,CA,CA,CA,CA,CA,CA,CA,CA,CA,CA
1000000002190,Lock shift?,Lock shift?,Schicht sperren?,¿Confirma que desea bloquear turno?,¿Desea bloquear el turno?,Verrouiller le quart?,Verrouiller le roulement ?,Užrakinti pamainą?,Dienst vergrendelen?,Zablokować zmianę?,Bloquear turno?
1000000002191,Lock shift and task?,Lock shift and task?,Schicht und Aufgabe sperren?,¿Confirma que desea bloquear turno y tarea?,¿Desea bloquear el turno y la tarea?,Verrouiller le quart et les tâches?,Verrouiller le roulement et la tâche ?,Užrakinti pamainą ir užduotį?,Dienst en taak vergrendelen?,Zablokować zmianę i zadanie?,Bloquear turno e tarefa?
1000000002192,Unlock shift?,Unlock shift?,Schicht entsperren?,¿Confirma que desea desbloquear turno?,¿Desea desbloquear el turno?,Déverrouiller le quart?,Déverrouiller le roulement ?,Atrakinti pamainą?,Dienst ontgrendelen?,Odblokować zmianę?,Desbloquear turno?
1000000002193,Unlock shift and task?,Unlock shift and task?,Schicht und Aufgabe entsperren?,¿Confirma que desea desbloquear turno y tarea?,¿Desea desbloquear el turno y la tarea?,Déverrouiller le quart et la tâche?,Déverrouiller le roulement et la tâche ?,Atrakinti pamainą ir užduotį?,Dienst en taak ontgrendelen?,Odblokować zmianę i zadanie?,Desbloquear turno e tarefa?
1000000002194,Enter start event time,Enter start event time,Ereignisendzeit eingeben,Introducir hora de inicio del evento,Ingresar la hora de inicio del evento,Entrer l’heure de début de l’événement,Entrer l'heure de début de l'événement,Įveskite renginio pradžios laiką,Voer begintijd gebeurtenis in,Wprowadź czas rozpoczęcia zdarzenia,Inserir hora do evento de início
1000000002195,Enter start time,Enter start time,Startzeit eingeben,Introducir hora de inicio,Ingresar la hora de inicio,Entrer l’heure de début,Entrer l'heure de début,Įveskite pradžios laiką,Voer begintijd in,Wprowadź czas rozpoczęcia,Digitar hora de início
1000000002196,Enter end event time,Enter end event time,Ereignisendzeit eingeben,Introducir la hora del evento final,Ingresar la hora de finalización del evento,Entrer l’heure de fin de l’événement,Entrer l'heure de fin de l'événement,Įveskite renginio pabaigos laiką,Voer eindtijd gebeurtenis in,Wprowadź czas zakończenia zdarzenia,Digitar hora de término do evento
1000000002197,Enter end time,Enter end time,Endzeit eingeben,Introduzca la hora de finalización,Ingresar la fecha de finalización,Entrer l’heure de fin,Entrer l'heure de fin,Įveskite pabaigos laiką,Voer eindtijd in,Wprowadź czas zakończenia,Digitar hora de término
1000000002198,Enter duration,Enter duration,Dauer eingeben,Introduzca la duración,Ingresar la duración,Entrer la durée,Entrer la durée,Įveskite trukmę,Voer duur in,Wprowadź czas trwania,Inserir duração
1000000002199,Hours Assigned,Hours Assigned,Zugewiesene Stunden,Horas asignadas,Horas asignadas,Heures attribuées,Heures assignées,Paskirtos valandos,Toewezen uren,Przypisane godziny,Horas atribuídas
1000000002200,Hours Remaining,Hours Remaining,Verbleibende Stunden,Horas restantes,Horas restantes,Heures restantes,Heures restantes,Likusios valandos,Resterende uren,Pozostałe godziny,Horas restantes
1000000002201,Flex,Flex,Flex.,Flexible,Flexible,Flex,Flexible,„Flex“,Flex,Flex,Flexível
1000000002202,Recurrence,Recurrence,Wiederholung,Repetición,Recurrencia,Récidive,Récurrence,Pasikartojimas,Herhaling,Ponowne wystąpienie,Recorrência
1000000002203,Weekdays,Weekdays,Wochentage,Días laborables,Días de semana,Jours de semaine,Jours de la semaine,Darbo dienos,Weekdagen,Dni powszednie,Dia de semana
1000000002204,Associate timecard is not available for this week,Associate timecard is not available for this week,Mitarbeitern-Stempelkarte für diese Woche nicht verfügbar,La hoja de horas asociada no está disponible para esta semana,La tarjeta de registro asociada no está disponible para esta semana,La fiche de présence de l’employé n’est pas disponible pour cette semaine,La feuille de présence des collaborateurs n'est pas disponible cette semaine,Bendradarbio darbo laiko apskaitos kortelės šiai savaitei nėra,Medewerker tijdkaart is deze week niet beschikbaar,Karta czasu pracownika nie jest dostępna dla tego tygodnia,O cartão de ponto associado não está disponível para esta semana
1000000002205,Associate schedule not available for selected week,Associate schedule not available for selected week,Der Mitarbeiterneinsatzplan ist für die ausgewählte Woche nicht verfügbar.,Horario asociado no disponible para la semana seleccionada,Programa asociado no disponible para la semana seleccionada,Horaire des employés non disponible pour la semaine sélectionnée,Le planning du collaborateur n'est pas disponible pour la semaine sélectionnée,Pasirinktos savaitės bendradarbio tvarkaraščio nėra,Planning medewerker niet beschikbaar voor geselecteerde week,Grafik pracowników nie jest dostępny w wybranym tygodniu,Programação associada não disponível para a semana selecionada
1000000002206,Schedule Efficiency,Schedule Efficiency,Effizienz planen,Eficiencia del horario,Eficiencia de programa,Efficacité de l’horaire,Efficacité des plannings,Tvarkaraščio efektyvumas,Planningsefficiëntie,Wydajność grafiku,Eficiência do agendamento
1000000002207,Error loading document,Error loading document,Fehler beim Laden des Dokuments,Error al cargar el documento,Error al cargar el documento,Erreur lors du chargement du document,Erreur lors du chargement du document,Klaida įkeliant dokumentą,Fout bij laden document,Błąd ładowania dokumentu,Erro ao carregar o documento
1000000002208,Zebra Quality of Schedule (RQS),Zebra Quality of Schedule (RQS),Zebra Quality of Schedule (RQS),Calidad de horario de Zebra (RQS),Calidad del horario de Zebra (RQS),Zebra Quality of Schedule (RQS),"RQS (Zebra Quality of Schedule, qualité Zebra du planning)",„Zebra“ tvarkaraščio kokybė (RQS),Zebra Quality of Schedule (RQS),Zebra Quality of Schedule (RQS),Qualidade de agendamento do Zebra (RQS)
1000000002209,Coverage Index,Coverage Index,Übernahmeindex,Índice de cobertura,Índice de cobertura,Indice de couverture,Indice de couverture,Pavadavimo indeksas,Bezettingsindex,Wskaźnik zastępstw,Índice de cobertura
1000000002210,Fairness,Fairness,Fairness,Equidad,Equidad,Équité,Équité,Sąžiningumas,Eerlijkheid,Uczciwość,Justiça
