KEY,en_US,en_GB,de_DE,es_ES,es_MX,fr_CA,fr_FR,lt_LT,nl_NL,pl_PL,pt_BR
schedule.menu.label.share,Share,Share,Freigeben,Compartir,Compartir,Partager,Partager,Bendrinti,Deel,Udostępnij,Compartilhar
schedule.menu.label.share_schedule,Share schedule,Share schedule,Einsatzplan teilen,Compartir horario,Compartir programa,Partager l’horaire,Partager le planning,Bendrinti tvarkaraštį,Deel planning,Udostępnij grafik,Compartilhar programação
schedule.menu.label.sms,Share schedule via SMS,Share schedule via SMS,Einsatzplan per SMS teilen,Compartir horario por SMS,Compartir horario por SMS,Partager votre horaire par SMS,Partager le planning par SMS,Bendrinti tvarkaraštį trumpąja žinute,Planning delen via sms,Udostępnij grafik przez SMS-a,Compartilhar programação via SMS
schedule.menu.print_detail,Print details,Print details,Details drucken,Imprima detalles,Imprimir detalles,Imprimer les détails,Imprimer les détails,Spausdinti duomenis,Druk details af,Szczegóły drukowania,Imprimir detalhes
schedule.menu.print_summary,Print summary,Print summary,Zusammenfassung drucken,Imprima resumen,Imprimir resumen,Imprimer le sommaire,Imprimer le résumé,Spausdinti suvestinę,Druk samenvatting af,Drukuj podsumowanie,Imprimir resumo
schedule.priority.status.high,High,High,Hoch,Alto,Alto,Élevé,Haut,Aukštas,Hoog,Wysoki,Alta
schedule.priority.status.low,Low,Low,Niedrig,Bajo,Bajo,Faible,Faible,Žemas,Laag,Niski,Baixa
schedule.priority.status.medium,Medium,Medium,Mittel,Medio,Mediano,Moyen,Moyenne,Vidutinis,Gemiddeld,Średni,Médio
schedule.publish.status.not_published,Schedule is not published for this week,Schedule is not published for this week,Einsatzplan für diese Woche ist nicht veröffentlicht.,El horario para esta semana todavía no se ha publicado,No se publicó el programa para esta semana,L’horaire de cette semaine n’a pas été publié,Le planning n'est pas publié pour cette semaine,Šios savaitės tvarkaraštis neskelbiamas,Planning is niet gepubliceerd voor deze week,Grafik nie został opublikowany dla tego tygodnia,A programação não foi publicada para esta semana
schedule.publish.status.published,Schedule published for the week,Schedule published for the week,Einsatzplan für die Woche veröffentlicht,Horario publicado para la semana,Programa publicado para la semana,Horaire publié pour la semaine,Planning publié pour la semaine,Paskelbtas savaitės tvarkaraštis,Planning gepubliceerd voor de week,Grafik opublikowany na tydzień,Programação publicada para a semana
schedule.search.hint.search_by_name_department,Search by name or department,Search by name or department,Suche nach Name oder Abteilung,Buscar por nombre o departamento,Buscar por nombre o departamento,Rechercher par nom ou service,Rechercher par nom ou par service,Ieškoti pagal vardą arba skyrių,Zoek op naam of afdeling,Wyszukaj wg nazwy lub działu,Pesquisar por nome ou departamento
schedule.semantic.avail_cover_hrs,Available to cover {0} hours {1} minutes,Available to cover {0} hours {1} minutes,Kann {0} Stunden {1} Minuten übernehmen,Disponible para cubrir {0} horas {1} minutos,Disponible para cubrir {0} horas y {1} minutos,Disponible pour couvrir {0} heures et {1} minutes,Disponible pour couvrir {0} heures {1} minutes,Gali dirbti {0} val. {1} min.,Beschikbaar om {0} uur {1} minuten over te nemen,Może zastąpić na czas {0} godz. {1} min,Disponível para cobrir {0} horas {1} minutos
schedule.semantic.day_details,Day details,Day details,Details zum Tag,Detalles del día,Detalles del día,Détails de la journée,Détails de la journée,Dienos informacija,Details van dag,Szczegóły dnia,Detalhes do dia
schedule.semantic.next_month,Next month,Next month,Nächster Monat,Próximo mes,Próximo mes,Le mois prochain,Mois suivant,Kitas mėnuo,Volgende maand,Następny miesiąc,Próximo mês
schedule.semantic.next_week,Next week,Next week,Nächste Woche,Próxima semana,Próxima semana,Prochaine semaine,Semaine suivante,Kita savaitė,Volgende week,Następny tydzień,Próxima semana
schedule.semantic.prev_month,Previous month,Previous month,Vorheriger Monat,Mes anterior,Mes anterior,Le mois précédent,Mois précédent,Ankstesnis mėnuo,Vorige maand,Poprzedni miesiąc,Mês anterior
schedule.semantic.prev_week,Previous week,Previous week,Vorherige Woche,Semana anterior,Semana anterior,Semaine précédente,Semaine précédente,Ankstesnė savaitė,Vorige week,Poprzedni tydzień,Semana anterior
schedule.semantic.published,Week beginning {0} published,Week beginning {0} published,Woche ab {0} veröffentlicht,Publicación la semana que comienza el {0},Semana que comienza en {0} publicada,Semaine du {0} publiée,Semaine commençant le {0} publiée,Savaitė {0} publikuojama,Week die begint op {0} gepubliceerd,Tydzień rozpoczynający się {0} został opublikowany,Início da semana {0} publicado
schedule.semantic.scheduled_hrs,Scheduled {0} hours {1} minutes,Scheduled {0} hours {1} minutes,{0} Stunden {1} Minuten geplant,Se han programado {0} horas {1} minutos,{0} horas y {1} minutos programados,{0} heures et {1} minutes à l’horaire,{0} heures {1} minutes planifiées,Suplanuotos {0} valandos {1} minutės,{0} uur {1} minuten gepland,Zaplanowane {0} godz. {1} min,Agendado {0} horas {1} minutos
schedule.semantic.selected_day,Selected day {0},Selected day {0},Ausgewählter Tag {0},Día seleccionado {0},Día seleccionado {0},Jour sélectionné {0},Jour sélectionné {0},Pasirinkta diena {0},Geselecteerde dag {0},Wybrany dzień {0},Dia selecionado {0}
schedule.semantic.shift_description,"Shift {0}, {1}","Shift {0}, {1}","Schicht {0}, {1}","{0} turno(s), {1}","Turno {0}, {1}","Quart de travail {0}, {1}","Session de travail {0}, {1}","Pamaina {0}, {1}","Dienst {0}, {1}","Zmiana {0}, {1}","Turno {0}, {1}"
schedule.semantic.shift_error,Shift error present.,Shift error present.,Schichtfehler vorhanden.,Error de turno presente.,Error de turno presente.,Erreur de quart de travail.,Erreur de session de travail présente.,Įvyko pamainos klaida.,Dienstfout aanwezig.,Wystąpił błąd zmiany.,Erro de turno presente.
schedule.tabs.day.not_published,Schedule not published for this day,Schedule not published for this day,Einsatzplan für diesen Tag nicht veröffentlicht,Horario no publicado para esta día,No se publicó el programa para esta día,Horaire non publié pour cette journée,Le planning n'a pas été publié pour cette journée,Šios dienos tvarkaraštis nepaskelbtas,Planning niet gepubliceerd voor deze dag,Grafik nie został opublikowany dla tego dnia,Programação não publicada para este dia
schedule.tabs.title.day,Day,Day,Tag,Día,Día,journée,Journée,Diena,Dag,Dzień,Dia
schedule.tabs.title.month,Month,Month,Monat,Mes,Mes,Mois,Mois,Mėnuo,Maand,Miesiąc,Mês
schedule.tabs.title.week,Week,Week,Woche,Semana,Semana,Semaine,Semaine,Savaitė,Week,Tydzień,Semana
schedule.tabs.week.not_published,Schedule not published for this week,Schedule not published for this week,Einsatzplan nicht für diese Woche veröffentlicht,El horario para esta semana no se ha publicado,No se publicó el programa para esta semana,L’horaire de cette semaine n’a pas été publié,Le planning n'a pas été publié pour cette semaine,Šios savaitės tvarkaraštis nepaskelbtas,Planning niet gepubliceerd voor deze week,Grafik nie został opublikowany dla tego tygodnia,Programação não publicada para esta semana
schedule.title.shift_details,Shift Details,Shift Details,Schichtdetails,Detalles de turno,Detalles del turno,Détails du quart de travail,Détails de la session de travail,Pamainos duomenys,Dienstdetails,Szczegóły zmiany,Detalhes do turno
schedule.title.todo_details,To-Do Details,To-Do Details,Details zu Aufgaben,Detalles de tareas pendientes,Detalles de tareas pendientes,Détails de la tâche,Détails des tâches à accomplir,Atlikti skirtų darbų informacija,Taakdetails,Szczegóły zadań do zrobienia,Detalhes de tarefas pendentes
schedule.todo.at,To-Do at {0},To-Do at {0},Aufgaben bei {0},Tareas pendientes a las {0},Tareas en {0},Tâche à {0},À faire à {0},Atlikti skirtų darbų sąrašas {0},Taak bij {0},Do zrobienia o {0},Tarefas em {0}
schedule.todo.cancel,Cancel,Cancel,Abbrechen,Cancelar,Cancelar,Annuler,Annuler,Atšaukti,Annuleer,Anuluj,Cancelar
schedule.todo.completed,Completed,Completed,Abgeschlossen,Completo,Completado,Complété,Terminé(e),Užbaigta,Voltooid,Ukończone,Concluído
schedule.todo.confirmation.title,Confirm Decline To-Do,Confirm Decline To-Do,Ablehnen der Aufgabe bestätigen,Confirmar rechazo de tarea pendiente,Confirmar rechazo de tareas,Confirmer le refus de la tâche,Confirmer le refus de la tâche à accomplir,Patvirtinti atlikti skirtų darbų sąrašo atmetimą,Afwijzing taak bevestigen,Potwierdź odrzucenie zadań do zrobienia,Confirmar recusa de tarefas
schedule.todo.label.attributes,Attributes,Attributes,Attribute,Atributos,Atributos,Attributs,Attributs,Atributai,Kenmerken,Atrybuty,Atributos
schedule.todo.label.description,Description,Description,Beschreibung,Descripción,Descripción,Description,Description,Aprašymas,Beschrijving,Opis,Descrição
schedule.todo.label.priority,Priority,Priority,Priorität,Prioridad,Prioridad,Priorité,Priorité,Prioritetas,Prioriteit,Priorytet,Prioridade
schedule.todo.label.status,Status,Status,Status,Estado,Estado,État,Statut,Būsena,Status,Stan,Status
schedule.todo.status.complete,Complete,Complete,Abschließen,Completo,Completar,Achevée,Terminer,Užbaigti,Compleet,Ukończone,Concluir
schedule.todo.status.decline,Decline,Decline,Ablehnen,Rechazar,Rechazar,Refuser,Refuser,Atmesti,Wijs af,Odrzuć,Recusar
schedule.todo.status.pending,Pending,Pending,Ausstehend,Pendiente,Pendiente,En attente,En attente,Laukiama,In behandeling,Oczekuje,Pendente
schedule.trade.status.approved,Approved,Approved,Genehmigt,Aprobado,Aprobado,Approuvé,Approuvé(e),Patvirtinta,Goedgekeurd,Zatwierdzone,Aprovado
schedule.trade.status.cancelled,cancelled,cancelled,abgebrochen,cancelado,cancelado,annulé,annulé(e),atšaukta,geannuleerd,anulowano,cancelado
schedule.trade.status.declined,Declined,Declined,Abgelehnt,Rechazado,Rechazado,Refusé,Refusé(e),Atmesta,Geweigerd,Odrzucony,Recusado
schedule.trade.status.pending,Waiting for Manager Approval,Waiting for Manager Approval,Warten auf Genehmigung des Managers,Esperando aprobación del responsable,Esperando la aprobación del gerente,En attente de l’approbation du gérant,En attente de l'approbation du gestionnaire,Laukiama vadovo patvirtinimo,Wacht op goedkeuring van manager,Oczekiwanie na zatwierdzenie przez kierownika,Aguardando aprovação do gerente
store_schedule.filter.deselect_all,Deselect All,Deselect All,Gesamte Auswahl aufheben,Cancelar la selección de todos,Anular toda la selección,Tout désélectionner,Tout déselectionner,Atžymėti viską,Alles deselecteren,Odznacz wszystko,Desmarcar tudo
store_schedule.legend.night_shift,Night Shift,Night Shift,Nachtschicht,Turno de noche,Turno nocturno,Quart de nuit,Équipe de nuit,Naktinė pamaina,Nachtdienst,Zmiana nocna,Turno da noite
store_schedule.legend.released,Released to Store,Released to Store,Für den Store freigegeben,Liberado a la tienda,Liberado para la tienda,Envoyé au magasin,Transféré(e) en magasin,Išleista į parduotuvę,Vrijgegeven aan locatie,Przekazano do stacji,Liberado para a loja
store_schedule.legend.title,Legend,Legend,Legende,Leyenda,Leyenda,Légende,Légende,Legenda,Legenda,Legenda,Legenda
store_schedule.legend.transferred,Transferred,Transferred,Übertragen,Transferido,Transferido(s),Transféré,Transféré(e),Perkelta,Overgedragen,Przekazano,Transferido
timclock.title.manger_override,Manager Credentials Required,Manager Credentials Required,Manager-Zugangsdaten erforderlich,Se requieren credenciales de responsable,Se requieren credenciales de administrador,Identifiants du gestionnaire requis,Informations d'identification du gestionnaire requises,Reikalingi vadovo įgaliojimai,Inloggegevens manager vereist,Wymagane dane uwierzytelniające kierownika,Credenciais do gerente necessárias
timecard.add_break.label.end_date,Break End Date,Break End Date,Pausenenddatum,Fecha de finalización de pausa,Fecha de finalización del receso,Date de fin de la pause,Date de fin de pause,Pertraukos pabaigos data,Einddatum pauze,Data zakończenia przerwy,Data de término do intervalo
timecard.add_break.label.end_time,Break End Time,Break End Time,Ende Pausenzeit,Hora de finalización de la pausa,Hora de fin del descanso,Heure de fin de la pause,Heure de fin de pause,Nutraukti pabaigos laiką,Eindtijd pauze,Czas zakończenia przerwy,Horário de término do intervalo
timecard.add_break.label.start_date,Break Start Date,Break Start Date,Pausenstartdatum,Fecha de inicio de pausa,Fecha de inicio del receso,Date de début de la pause,Date de début de pause,Pertraukos pradžios data,Begindatum pauze,Data rozpoczęcia przerwy,Dados de início do intervalo
timecard.add_break.label.start_time,Break Start Time,Break Start Time,Pausenstartzeit,Hora de inicio de pausa,Hora de inicio del receso,Heure de début de la pause,Heure de début de pause,Nutraukti pradžios laiką,Starttijd pauze,Czas rozpoczęcia przerwy,Hora de início do intervalo
timecard.add_meal.label.end_date,Meal End Date,Meal End Date,Enddatum der Mahlzeit,Fecha de finalización de la comida,Fecha de finalización de la comida,Date de fin du repas,Date de fin de repas,Valgymo pabaigos data,Einddatum maaltijd,Data zakończenia posiłku,Data final da refeição
timecard.add_meal.label.end_time,Meal End Time,Meal End Time,Mahlzeitende,Hora de finalización de la comida,Hora de finalización de la comida,Heure de fin du repas,Heure de fin du repas,Valgymo pabaigos laikas,Eindtijd maaltijd,Czas zakończenia posiłku,Hora de término da refeição
timecard.add_meal.label.start_date,Meal Start Date,Meal Start Date,Beginn der Mahlzeit,Fecha de inicio de comida,Fecha de inicio de la comida,Date de début du repas,Date de début du repas,Valgymo pradžios data,Begindatum maaltijd,Data rozpoczęcia posiłku,Data de início da refeição
timecard.add_meal.label.start_time,Meal Start Time,Meal Start Time,Mahlzeitbeginn,Hora de inicio de la comida,Hora de inicio de la comida,Heure de début du repas,Heure de début du repas,Valgymo pradžios laikas,Begintijd maaltijd,Czas rozpoczęcia posiłku,Hora de início da refeição
timecard.add_punch.label.punch_date,Punch Date,Punch Date,Stempeldatum,Fecha de registro de horas,Fecha de entrada,Date de pointage,Date de pointage,Laiko įrašo data,Ponsdatum,Data odbicia,Data do ponto
timecard.add_punch.label.punch_time,Punch Time,Punch Time,Stempelzeit,Hora de registro de horas,Hora de entrada,Heure de pointage,Heure du pointage,Laiko įrašo laikas,Ponstijd,Czas odbicia,Horário do ponto
timecard.add_punch.label.transaction_type,Transaction Type,Transaction Type,Transaktionstyp,Tipo de transacción,Tipo de transacción,Type de transaction,Type de transaction,Operacijos tipas,Transactietype,Typ transakcji,Tipo de transação
timecard.add_shift.label.end_date,End Date,End Date,Enddatum,Fecha de finalización,Fecha de finalización,Date de fin,Date de fin,Pabaigos data,Einddatum,Data zakończenia,Data de término
timecard.add_shift.label.end_time,End Time,End Time,Endzeit,Hora de finalización,Hora de finalización,Heure de fin,Heure de fin,Pabaigos laikas,Eindtijd,Czas zakończenia,Hora de término
timecard.add_shift.label.start_date,Start Date,Start Date,Startdatum,Fecha de inicio,Fecha de inicio,Date de début,Date de début,Pradžios data,Begindatum,Data rozpoczęcia,Data de início
timecard.add_shift.label.start_time,Start Time,Start Time,Startzeit,Hora de inicio,Hora de inicio,Heure de début,Heure de début,Pradžios laikas,Begintijd,Czas rozpoczęcia,Horário de início
timecard.additional_pay.detail.no_of_units,Number of Units,Number of Units,Anzahl der Einheiten,Número de unidades,Número de unidades,Nombre d’unités,Nombre d'unités,Padalinių skaičius,Aantal eenheden,Liczba jednostek,Número de unidades
timecard.additional_pay.detail.pay_code,Pay Code,Pay Code,Lohncode,Código de pago,Código de pago,Code de paie,Code de rémunération,Mokėjimo kodas,Betaalcode,Kod wynagrodzenia,Código de Pagamento
timecard.additional_pay.detail.reason_code,Reason Code,Reason Code,Begründungsschlüssel,Código de motivo,Código de motivo,Code de raison,Code de motif,Priežasties kodas,Redencode,Kod powodu,Código do motivo
timecard.approval_sheet.agreement,The associate agrees and accepts the company's policy with respect to the timecard.,The associate agrees and accepts the company's policy with respect to the timecard.,Der Mitarbeiter erklärt sich mit den Richtlinien des Unternehmens in Bezug auf die Stempelkarte einverstanden und akzeptiert sie.,El asociado está de acuerdo y acepta la política de la empresa con respecto a la ficha de control.,El asociado está de acuerdo y acepta la política de la empresa con respecto a la tarjeta de registro.,L’associé convient de la politique de l’entreprise en ce qui concerne la fiche de temps et l’accepte.,Le collaborateur accepte la politique de l'entreprise concernant la feuille de présence.,"Darbuotojas sutinka ir priima įmonės politiką, susijusią su darbo laiko apskaitos kortele.",De medewerker gaat akkoord met en accepteert het bedrijfsbeleid met betrekking tot de tijdkaart.,Pracownik wyraża zgodę i akceptuje zasady firmy w zakresie karty czasu pracy.,O associado concorda e aceita a política da empresa com relação ao cartão de ponto.
timecard.approval_sheet.issues,"If there are any issues with this week's timecard, do NOT approve. Please contact your manager","If there are any issues with this week's timecard, do NOT approve. Please contact your manager","Wenn es Probleme mit der Stempelkarte für diese Woche gibt, NICHT genehmigen, sondern an den Manager wenden.","Si hay algún problema con la ficha de control de esta semana, NO la apruebe. Póngase en contacto con su responsable","Si hay algún problema con la tarjeta de registro de la semana, NO la apruebe. Comuníquese con su gerente","En cas de problème avec la fiche de temps de cette semaine, NE PAS approuver. Veuillez communiquer avec votre gérant.","En cas de problème avec la feuille de présence de cette semaine, ne l'approuvez PAS. Contactez votre gestionnaire","Jei kilo problemų su šios savaitės darbo laiko apskaitos kortele, NEPATVIRTINKITE. Susisiekite su savo vadovu","Als er problemen zijn met de tijdkaart van deze week, keur deze dan NIET goed. Neem contact op met uw manager","Jeśli występują jakiekolwiek problemy z kartą czasu pracy z tego tygodnia, NIE zatwierdzaj jej. Skontaktuj się z przełożonym.","Se houver algum problema com o cartão de ponto desta semana, NÃO aprove. Entre em contato com seu gerente"
timecard.approval_sheet.policy,"The associate has gone through all their working hours, pay calculations and audits in their timecard. The associate agrees to all the hours, pay calculations and the audits, if any, done.","The associate has gone through all their working hours, pay calculations and audits in their timecard. The associate agrees to all the hours, pay calculations and the audits, if any, done.","Der Mitarbeiter ist alle seine Arbeitszeiten, Lohnberechnungen und Audits in der Stempelkarte durchgegangen und stimmt den Arbeitszeiten, Lohnberechnungen und ggf. Audits zu.","El asociado ha repasado todas sus horas de trabajo, cálculos de pago y auditorías de su ficha de control. El asociado acepta todas las horas, los cálculos de pago y las auditorías, si corresponde, que se han realizado.","El asociado ya revisó todas las horas de trabajo, cálculos de pagos y auditorías en su tarjeta de registro. El asociado aprueba todas las horas, los cálculos de pagos y las auditorías, si las hubiera.","L’associé a révisé les heures de travail, les calculs de paie et les vérifications indiqués sur sa fiche de temps. L’associé accepte toutes les heures, les calculs de paie et les vérifications, le cas échéant.","Le collaborateur a passé en revue toutes ses heures de travail, tous les calculs de salaire et tous les audits figurant sur sa fiche de présence. Le collaborateur accepte toutes les heures, tous les calculs de salaire et tous les audits effectués, le cas échéant.","Bendradarbis savo darbo laiko apskaitos kortelėje peržiūrėjo visas darbo valandas, užmokesčio skaičiavimus ir auditus. Bendradarbis sutinka su visomis valandomis, užmokesčio skaičiavimais ir auditais, jei tokie buvo atlikti.","De medewerker heeft alle werkuren, loonberekeningen en audits op diens tijdkaart doorlopen. De medewerker gaat akkoord met alle uren, loonberekeningen en eventuele audits.","Pracownik przejrzał wszystkie godziny pracy, obliczenia wynagrodzenia i audyty w swojej karcie czasu pracy. Potwierdza on wszystkie godziny pracy, obliczenia wynagrodzenia i audyty, jeśli zostały przeprowadzone.","O associado passou por todas as suas horas de trabalho, cálculos de pagamento e auditorias em seu cartão de ponto. O associado concorda com todas as horas, cálculos de pagamento e auditorias, se houver, realizadas."
timecard.audit.decline.confirmation.title,Confirm Decline,Confirm Decline,Ablehnung bestätigen,Confirmar rechazo,Confirmar rechazo,Confirmer le refus,Confirmer le refus,Patvirtinti atmetimą,Afwijzing bevestigen,Potwierdź odrzucenie,Confirmar recusa
timecard.audit.decline.description,Decline {0} {1} on {2},Decline {0} {1} on {2},Abgelehnt {0} {1} am {2},Rechazar {0} {1} el {2},Rechazar {0} {1} el {2},Refuser {0} {1} le {2},Refusé(e) {0} {1} le {2},Atmesta {0} {1} nurodytą datą {2},{0} {1} afwijzen op {2},Odrzuć {0} {1} w dniu {2},Recusar {0} {1} em {2}
timecard.audit.error.no_audits,Please select audit,Please select audit,Wählen Sie ein Audit aus,Seleccione una auditoría,Seleccione la auditoría,Veuillez sélectionner une vérification,Sélectionnez un audit,Pasirinkite auditą,Selecteer audit,Wybierz audyt,Selecione auditoria
timecard.audit_details.label,Audit Details,Audit Details,Prüfdetails,Detalles de auditoría,Detalles de la auditoría,Détails du contrôle,Détails de l'audit,Audito duomenys,Auditdetails,Szczegóły audytu,Detalhes da Auditoria
timecard.audit_details.label.action,Action,Action,Aktion,Acción,Acción,Action,Action,Veiksmas,Actie,Działanie,Ação
timecard.audit_details.label.amount,Amount,Amount,Menge,Cantidad,Monto,Montant,Montant,Suma,Hoeveelheid,Ilość,Valor
timecard.audit_details.label.by,By,By,Nach,Para las,Por,Par,Par,Pagal,Door,Wg,Por
timecard.audit_details.label.change_log,Change Log,Change Log,Änderungsprotokoll,Registro de cambios,Registro de cambios,Registre des modifications,Modifier le journal,Pakeitimų žurnalas,Wijzig logboek,Dziennik zmian,Registro de alterações
timecard.audit_details.label.location,Location,Location,Position,Ubicación,Ubicación,Emplacement,Emplacement,Vieta,Locatie,Lokalizacja,Localização
timecard.audit_details.label.on,On,On,Ein,A las,El,Le,Le,įjungta,Aan,Wł.,Ligado
timecard.audit_details.label.pay_code,Pay Code,Pay Code,Lohncode,Código de pago,Código de pago,Code de paie,Code de rémunération,Mokėjimo kodas,Betaalcode,Kod wynagrodzenia,Código de Pagamento
timecard.audit_details.label.reason,Reason,Reason,Begründung,Motivo,Motivo,Motif,Motif,Priežastis,Reden,Powód,Motivo
timecard.audit_details.label.source,Source,Source,Quelle,Fuente,Fuente,Source,Source,Šaltinis,Bron,Źródło,Origem
timecard.audit_details.label.status,Status,Status,Status,Estado,Estado,État,Statut,Būsena,Status,Stan,Status
timecard.audit_details.label.time,Time,Time,Zeit,Hora,Tiempo,Heure,Heure,Laikas,Tijd,Czas,Hora
timecard.audit_details.label.timecard_transaction,Timecard Transaction,Timecard Transaction,Stempelkartentransaktion,Transacción de ficha de control,Transacción de tarjeta de registro,Transaction de fiche de temps,Transaction de feuille de présence,Darbo laiko apskaitos kortelės operacija,Tijdkaarttransactie,Transakcja karty czasu pracy,Transação de cartão de ponto
timecard.audit_details.label.type,Type,Type,Typ,Tipo,Tipo,Type,Type,Tipas,Type,Typ,Tipo
timecard.button.label.approve,Approve,Approve,Genehmigen,Aprobar,Aprobar,Approuver,Approuver,Patvirtinti,Keur goed,Zatwierdź,Aprovar
timecard.button.label.i_approve,I approve,I approve,Ich bin damit einverstanden,Lo apruebo,Apruebo,J’accepte,J'approuve,Tvirtinu,Ik keur het goed,Zatwierdzam,Eu aprovo
timecard.detail.alert_summary.label.issue,Issue,Issue,Problem,Problema,Problema,Problème,Problème,Leidimas,Probleem,Problem,Problema
timecard.detail.alert_summary.label.option,Option {0},Option {0},Optional {0},{0} de opción,Opción {0},Option {0},Option {0},Parinktis {0},Optie {0},Opcja {0},Opção {0}
timecard.detail.label.activity,Activity,Activity,Aktivität,Actividad,Actividad,Activité,Activité,Veikla,Activiteit,Aktywność,Atividade
timecard.detail.label.date,Date,Date,Datum,Fecha,Fecha,Date,Date,Data,Datum,Data,Data
timecard.detail.label.department,Department,Department,Abteilung,Departamento,Departamento,Service,Service,Skyrius,Afdeling,Dział,Departamento
timecard.detail.label.location,Location,Location,Position,Ubicación,Ubicación,Emplacement,Emplacement,Vieta,Locatie,Lokalizacja,Localização
timecard.detail.label.reason,Reason,Reason,Begründung,Motivo,Motivo,Justification,Motif,Priežastis,Reden,Powód,Motivo
timecard.detail.label.time,Time,Time,Zeit,Hora,Tiempo,Heure,Heure,Laikas,Tijd,Czas,Hora
timecard.detail.tab.title.audit,Audit,Audit,Prüfung,Auditoría,Auditoría,Vérification,Audit,Auditas,Audit,Audyt,Auditoria
timecard.detail.tab.title.details,Details,Details,Details,Detalles,Detalles,Détails,Détails,Duomenys,Details,Szczegóły,Detalhes
timecard.detail.tab.title.warnings,Warnings,Warnings,Warnungen,Avisos,Advertencias,Avertissements,Avertissements,Įspėjimai,Waarschuwingen,Ostrzeżenia,Avisos
timecard.detail.title.alert_summary,Alert Summary,Alert Summary,Übersicht Hinweise,Resumen de alerta,Resumen de alerta,Sommaire de l’alerte,Résumé des alertes,Įspėjimų suvestinė,Overzicht van waarschuwingen,Podsumowanie alertu,Resumo de alerta
timecard.edit.label.date.error,Incorrect punch date,Incorrect punch date,Falsches Stempeldatum,Fecha de registro incorrecta,Fecha de registro de horas incorrecta,Date de pointage erronée,Date de pointage incorrecte,Klaidinga atvykimo įregistravimo data,Onjuiste ponsdatum,Nieprawidłowa data odbicia,Data incorreta do ponto
timecard.edit_timecard.label.alternate_location,Alternate Location,Alternate Location,Alternativer Standort,Ubicación alternativa,Ubicación alternativa,Autre emplacement,Emplacement alternatif,Pakaitinė vieta,Alternatieve locatie,Alternatywna lokalizacja,Local alternativo
timecard.edit_timecard.label.home_location,Home Location,Home Location,Wohnort,Ubicación de la casa,Ubicación local,Domicile,Lieu de résidence,Pagrindinė vieta,Thuislocatie,Lokalizacja domu,Localização inicial
timecard.label.actuals,Actuals,Actuals,Istwerte,Datos reales,Valores reales,Réels,Données réelles,Faktiniai,Werkelijk,Rzeczywiste,Reais
timecard.label.agreement,Agreement,Agreement,Vertrag,Acuerdo,Acuerdo,Accord,Accord,Susitarimas,Overeenkomst,Umowa,Contrato
timecard.label.button.add.actions,Add Actions,Add Actions,Aktionen hinzufügen,Añadir acciones,Agregar acciones,Ajouter des actions,Ajouter des actions,Pridėti veiksmus,Acties toevoegen,Dodaj działania,Adicionar ações
timecard.label.button.add_actions,Add Actions,Add Actions,Aktionen hinzufügen,Añadir acciones,Agregar acciones,Ajouter des actions,Ajouter des actions,Pridėti veiksmus,Acties toevoegen,Dodaj działania,Adicionar ações
timecard.label.button.calendar,Calendar,Calendar,Kalender,Calendario,Calendario,Calendrier,Calendrier,Kalendorius,Kalender,Kalendarz,Calendário
timecard.label.cancel,Cancel,Cancel,Abbrechen,Cancelar,Cancelar,Annuler,Annuler,Atšaukti,Annuleer,Anuluj,Cancelar
timecard.label.date_to,to,to,bis,para,para,à,à,iki,tot,do,para
timecard.label.days,{0} days,{0} days,{0} Tage,{0} días,{0} días,{0} jours,{0} jours,{0} d.,{0} dagen,Dni: {0},{0} dias
timecard.label.decline,Decline,Decline,Ablehnen,Rechazar,Rechazar,Refuser,Refuser,Atmesti,Wijs af,Odrzuć,Recusar
timecard.label.declined,Declined,Declined,Abgelehnt,Rechazado,Rechazado,Refusé,Refusé(e),Atmesta,Geweigerd,Odrzucony,Recusado
timecard.label.delete,Delete,Delete,Löschen,Eliminar,Eliminar,Supprimer,Supprimer,Ištrinti,Verwijderen,Usuń,Excluir
timecard.label.end_date.error,End date cannot be before start date.,End date cannot be before start date.,Enddatum darf nicht vor dem Startdatum liegen.,La fecha de finalización no puede ser anterior a la fecha de inicio.,La fecha de finalización no puede ser anterior a la fecha de inicio.,La date de fin ne peut pas être avant la date de début.,La date de fin ne peut pas être antérieure à la date de début.,Pabaigos data negali būti ankstesnė nei pradžios data.,Einddatum kan niet eerder zijn dan begindatum.,Data zakończenia nie może być wcześniejsza niż data rozpoczęcia.,A data de término não pode ser anterior à data de início.
timecard.label.end_time.error,End time cannot be before start time.,End time cannot be before start time.,Die Endzeit darf nicht vor der Startzeit liegen.,La hora de finalización no puede ser anterior a la hora de inicio.,La hora de finalización no puede ser anterior a la hora de inicio.,L’heure de fin ne peut pas être avant l’heure de début.,L'heure de fin ne doit pas être antérieure à l'heure de début.,Pabaigos laikas negali būti ankstesnis nei pradžios laikas.,Eindtijd kan niet voor starttijd vallen.,Godzina zakończenia nie może być wcześniejsza niż godzina rozpoczęcia.,O horário de término não pode ser anterior ao horário de início.
timecard.label.hours,{0} hrs,{0} hrs,{0} Std.,{0} horas,{0} horas,{0} h,{0} heures,{0} val.,{0} uur,{0} godz.,{0} horas
timecard.label.issues,Issues,Issues,Probleme,Problemas,Problemas,Problèmes,Problèmes,Problemos,Problemen,Problemy,Problemas
timecard.label.legend,Legend,Legend,Legende,Leyenda,Leyenda,Légende,Légende,Legenda,Legenda,Legenda,Legenda
